category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_QALY_lost
MONDO:0010165	ulna hypoplasia-intellectual disability syndrome	Ulna hypoplasia - intellectual deficit is a very rare syndrome characterized by mesomelic shortness of the forearms, bilateral clubfeet, aplasia or hypoplasia of all nails and severe psychomotor retardation.		mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:orphanet_rare; mondo:otar; mondo:rare; mondo:ordo_disorder	Orphanet:2249; MESH:C564757; MEDGEN:341275; UMLS:C1848650; GARD:5398; OMIM:276821	neurodegenerative_disease | mental_health_disorder | metabolic_disorder	genetics_and_genomics | pediatric | neurology	bone disorder | brain disorder	FALSE	FALSE	FALSE	FALSE	VERY HIGH
MONDO:0018086	ulerythema ophryogenesis	Ulerythema ophryogenesis is characterized by inflammatory keratotic papules occurring on the face, which may be followed by scars, atrophy and alopecia. Prevalence is unknown but the disease, affecting mainly children and young adults, is rare. Erythema with mild hyperkeratosis of the hair follicles resulting in rough papules is observed on the cheeks and lateral aspects of the eyebrows. The disorder occasionally extends to the adjacent scalp, ears and forehead and rarely to the extensor surfaces of the limbs. Symptoms regress with age, although loss of the lateral aspects of the eyebrows can occur. Many cases occur sporadically; autosomal dominant inheritance has also been reported. There is no particular treatment, but patients should avoid sun exposure without UV protection.		mondo:rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:gard_rare; mondo:nord_rare; mondo:otar	GARD:5395; Orphanet:3406; UMLS:C5700076; MEDGEN:1813086	autoimmune_diseases|inflammatory_disease	dermatology | pediatrics	skin_disorder | eye_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0001413	ulceroglandular tularemia	A tularemia that results in painful regional lymphadenopathy and an ulcerated skin lesion.		mondo:icd10_billable; mondo:gard_rare; mondo:rare	UMLS:C0152941; ICD9:021.0; DOID:11990; MEDGEN:509087; SCTID:37722001; ICD10CM:A21.0	autoimmune_diseases|inflammatory_disease	| pulmonology | rheumatology | other	immune_disorder | lower_gastrointestinal_disorder | lung_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0007005	ulcerative proctosigmoiditis	Inflammation of the rectum and the distal portion of the colon.		mondo:otar	UMLS:C0267390; ICD9:556.3; EFO:1001223; SCTID:52506002; MEDGEN:540639	autoimmune_diseases|inflammatory_disease|cancer	gastroenterology | hepatology | pediatrics	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0005101	ulcerative colitis	An inflammatory bowel disease involving the mucosal surface of the large intestine and rectum. It may present with an acute or slow onset and follows an intermittent or continuous course. Signs and symptoms include abdominal pain, diarrhea, fever, weight loss, and intestinal hemorrhage.	ulcerative colitis; ulcerative colitis (disease); colitis ulcerative	mondo:otar	Orphanet:771; MESH:D003093; MEDGEN:3532; icd11.foundation:784669405; HP:0100279; NANDO:1200449; DOID:8577; EFO:0000729; ICD9:556; UMLS:C0009324; NANDO:2200920; ICD9:556.8; ICD9:556.5; SCTID:64766004; ICD9:556.9; NCIT:C2952	autoimmune_diseases|inflammatory_disease	gastroenterology | renal medicine | hematology | hepatology	lower_gastrointestinal_disorder | upper_gastrointestinal_disorder | immune_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0004799	ulcerative blepharitis				SCTID:91662004; MEDGEN:509828; ICD9:373.01; UMLS:C0155173; DOID:9483	autoimmune_diseases | inflammatory_disease	dermatology | ophthalmology	eye_disorder | skin_disorder	TRUE	FALSE	FALSE	TRUE	LOW
MONDO:0001551	ulceration of vulva		ulceration of vulva	mondo:icd10_billable; mondo:otar	DOID:12566; MEDGEN:510247; SCTID:68640004; ICD10CM:N76.6; ICD9:616.50; ICD9:616.51; UMLS:C0156339	inflammatory_disease | autoimmune_diseases | cancer	dermatology | obstetrics_and_gynecology	reproductive_system_disorder | skin_disorder	TRUE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0004601	ulcer of lower limbs	Ulcer of lower limbs is a chronic ulcer of skin where the ulcer is not a decubitus ulcer.			DOID:8529; ICD9:707.13; SCTID:419193008; MEDGEN:9701; UMLS:C0023223	metabolic_disorder|inflammatory_disease|cardiovascular_disorder	orthopaedic | rheumatology	lower_gastrointestinal_disorder | vascular_disorder | joint_disorder	TRUE	FALSE	FALSE	TRUE	HIGH
MONDO:0001772	ulcer of anus and rectum		anal and rectal ulcer	mondo:icd10_billable	MEDGEN:1843457; ICD9:569.41; UMLS:C0400832; ICD10CM:K62.6; DOID:13662	cancer|inflammatory_disease	gastroenterology | oncology | hematology | hepatology	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0010770	ubiquitin-activating enzyme, Y-linked		ubiquitin-activating enzyme, Y-linked		MEDGEN:326389; OMIM:489000; UMLS:C1839046	neurodegenerative_disease | metabolic_disorder	genetics_and_genomics | hematology | hepatology | oncology | urology	muscle_disorder | liver_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0010162	tyrosinemia type III	Tyrosinemia type 3 is an inborn error of tyrosine metabolism characterized by mild hypertyrosinemia and increased urinary excretion of 4-hydroxyphenylpyruvate, 4-hydroxyphenyllactate and 4-hydroxyphenylacetate.	tyrosinemia type III; tyrosinemia due to 4-hydroxyphenylpyruvic acid oxidase deficiency; tyrosinemia due to 4-hydroxyphenylpyruvate dioxygenase deficiency; tyrosinemia due to HPD deficiency	mondo:orphanet_rare; mondo:clingen; mondo:otar; mondo:ordo_disorder; mondo:rare; mondo:nord_rare; mondo:gard_rare	Orphanet:69723; MedDRA:10069461; GARD:10332; ICD9:270.2; UMLS:C0268623; DOID:0050727; SCTID:415764005; MEDGEN:78694; OMIM:276710; NANDO:1200790; NANDO:2200470	metabolic_disorder | anemia	genetics_and_genomics | pediatric | hematology | hepatology	liver_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0010160	tyrosinemia type II	Tyrosinemia type 2 is an inborn error of tyrosine metabolism characterized by hypertyrosinemia with oculocutaneous manifestations and, in some cases, intellectual deficit.	Richner-Hanhart syndrome; tyrosinemia type II; oculocutaneous tyrosinemia; keratosis palmoplantaris-corneal dystrophy syndrome; tyrosinemia due to tyrosine aminotransferase deficiency; tyrosinemia due to TAT deficiency	mondo:orphanet_rare; mondo:clingen; mondo:otar; mondo:ordo_disorder; mondo:rare; mondo:nord_rare; mondo:gard_rare	Orphanet:28378; MedDRA:10069463; NANDO:1200789; GARD:3105; NANDO:2200469; SCTID:4887000; UMLS:C0268487; NCIT:C129032; DOID:0050725; OMIM:276600; MEDGEN:75687; icd11.foundation:1900229795	metabolic_disorder | anemia	genetics_and_genomics | hepatology | hematology | pediatric	liver_disorder|blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0010161	tyrosinemia type I	Tyrosinemia type 1 (HTI) is an inborn error of tyrosine catabolism caused by defective activity of fumarylacetoacetate hydrolase (FAH) and is characterized by progressive liver disease, renal tubular dysfunction, porphyria-like crises and a dramatic improvement in prognosis following treatment with nitisinone.	tyrosinemia type I; fumarylacetoacetase deficiency; fumarylacetoacetate hydrolase deficiency; type I tyrosinemia; Tyrosinemia Type 1; hepatorenal tyrosinemia; FAH deficiency	mondo:orphanet_rare; mondo:clingen; mondo:otar; mondo:ordo_disorder; mondo:rare; mondo:gard_rare; mondo:nord_rare	icd11.foundation:2029519782; MedDRA:10069462; Orphanet:882; NANDO:1200788; OMIM:276700; UMLS:C0268490; NANDO:2200468; SCTID:410056006; DOID:0050726; MEDGEN:75688; NCIT:C98641; NORD:1811; GARD:2658	metabolic disorder | anemia	genetics_and_genomics|pediatric|hematology|hepatology	liver_disorder | kidney_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0004741	tyrosinemia	An autosomal recessive inherited metabolic disorder caused by mutations in the FAH, HPD, and TAT genes. It is characterized by deficiency of one of the enzymes that are involved in the metabolism of tyrosine. It results in elevated blood tyrosine levels and accumulation of tyrosine and its byproducts in the liver, kidney, nervous system and other organs.		mondo:gard_rare; mondo:icd10_billable; mondo:otar; mondo:rare	MESH:D020176; ICD10CM:E70.21; OMIMPS:276700; NCIT:C98640; MEDGEN:78682; UMLS:C0268483; DOID:9275; SCTID:190694001; ICD9:270.2	metabolic_disorder|anemia	pediatric | genetics_and_genomics | hepatology | hematology	liver_disorder | blood_bone_marrow_disorder | kidney_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0100064	tyrosine hydroxylase deficiency	Tyrosine hydroxylase (TH) deficiency is an autosomal recessive disorder characterized by a spectrum of phenotypic features, based on severity and response to levodopa. It can be broadly categorized into TH-deficient dopa-responsive dystonia (mild, with dramatic and sustained response to levodopa), TH-deficiency infantile parkinsonism with motor delay (severe, with incomplete response to levodopa), and TH-deficiency infantile encephalopathy (very severe, with little to no response to levodopa).	tyrosine hydroxylase deficiency; tyrosine Hydroxylase deficiency; TH deficiency; tyrosine 3-monooxygenase deficiency	mondo:matrix_included; mondo:clingen; mondo:otar; mondo:rare; mondo:gard_rare	NANDO:2200595; UMLS:C5700309; MEDGEN:1814581; NCIT:C157158; icd11.foundation:247698609	adrenal_gland_disease | metabolic_disorder | neurodegenerative_disease	pediatric | neurology | genetics_and_genomics	brain_disorder | endocrine_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0015554	typical urticaria pigmentosa			mondo:nord_rare; mondo:rare; mondo:ordo_subtype_of_a_disorder; mondo:gard_rare	UMLS:C5680683; GARD:20033; MEDGEN:1843439; Orphanet:158766	autoimmune_diseases|inflammatory_disease|allergy	dermatology | allergy_and_immunology	skin_disorder|immune_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0015737	typical nemaline myopathy	Typical nemaline myopathy is a moderate neonatal form of nemaline myopathy (NM) characterized by facial and skeletal muscle weakness and mild respiratory involvement.		mondo:nord_rare; mondo:gard_rare; mondo:ordo_disorder; mondo:orphanet_rare; mondo:otar; mondo:rare	icd11.foundation:1105111633; GARD:12822; Orphanet:171436; UMLS:C5680453; MEDGEN:1806265	neurodegenerative_disease|muscle_disorder	neurology | genetics_and_genomics	muscle_disorder|spinal_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0000321	typhoidal tularemia	A tularemia that results in bacteremia and has symptom fever, has symptom chills, has symptom myalgia, has symptom malaise, and has symptom weight loss.		mondo:rare; mondo:gard_rare	UMLS:C0473876; SCTID:398554008; DOID:0050383; MEDGEN:633510	inflammatory_disease | autoimmune_diseases	pediatric | infectious_diseases | other	lymphatic_disorder | immune_disorder | kidney_disorder | liver_disorder | lower_gastrointestinal_disorder | upper_gastrointestinal_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0005619	typhoid fever	A bacterial infectious disorder contracted by consumption of food or drink contaminated with Salmonella typhi. This disorder is common in developing countries and can be treated with antibiotics.	typhoidal salmonellosis; typhoid; typhoid fever	mondo:rare; mondo:orphanet_rare; mondo:nord_rare; mondo:ordo_disorder; mondo:gard_rare; mondo:otar	NCIT:C35089; MEDGEN:11973; UMLS:C0041466; ICD9:002.0; GARD:9564; MESH:D014435; icd11.foundation:1528414070; EFO:0006789; SCTID:4834000; DOID:13258; Orphanet:99745	inflammatory_disease | autoimmune_diseases	gastroenterology | pediatric	lower_gastrointestinal_disorder | liver_disorder | kidney_disorder | immune_disorder	TRUE	FALSE	FALSE	TRUE	HIGH
MONDO:0019726	type II mixed cryoglobulinemia	Type II mixed cryoglobulinemia, a relatively rare clinico-serological subtype of mixed cryoglobulinemia (MC), is an immune complex disorder characterized by purpura, weakness and arthralgia and defined immunochemically by cryoglobulins composed of polyclonal IgGs (autoantigens) and monoclonal IgM (autoantibody).	MC type II	mondo:nord_rare; mondo:gard_rare; mondo:ordo_etiological_subtype; mondo:ordo_subtype_of_a_disorder; mondo:rare	GARD:19220; ICD10CM:D89.1; UMLS:C5680264; Orphanet:93554; MEDGEN:1842376	autoimmune_diseases|metabolic_disorder|inflammatory_disease	hematology | rheumatology | renal medicine	immune_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0025512	type II hypersensitivity reaction disease	A disease that has its basis in the disruption of type II hypersensitivity.	type II hypersensitivity disease; disorder of type II hypersensitivity	mondo:obsoletion_candidate		autoimmune_diseases|allergy|inflammatory_disease	allergy_and_immunology | dermatology | immunology	immune_disorder | skin_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0013421	type II complement component 8 deficiency	Any classic complement early component deficiency in which the cause of the disease is a mutation in the C8B gene.	C8B classic complement early component deficiency; classic complement early component deficiency caused by mutation in C8B; C8 deficiency, type II	mondo:rare; mondo:otar; mondo:gard_rare	OMIM:613789; HGNC:1353; MEDGEN:462430; GARD:10625; DOID:0060302; UMLS:C3151080	autoimmune_diseases|metabolic_disorder|inflammatory_disease	allergy_and_immunology | immunology | genetics_and_genomics | hematology | rheumatology	immune_disorder | blood_bone_marrow_disorder | immune_disorder |	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:0013422	type I complement component 8 deficiency	Any classic complement early component deficiency in which the cause of the disease is a mutation in the C8A gene.	classic complement early component deficiency caused by mutation in C8A; C8 deficiency, type I; C8A classic complement early component deficiency	mondo:rare; mondo:gard_rare	OMIM:613790; UMLS:C3151081; HGNC:1352; GARD:10626; MEDGEN:462431; DOID:0060301	autoimmune_diseases|metabolic_disorder|inflammatory_disease	hematology|immunology|genetics_and_genomics	immune_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	MEDIUM
MONDO:8000023	type 3 autoimmune lymphoproliferative syndrome	A rare, primary immunodeficiency. It is caused by a currently undetermined defect in the Fas-induced apoptosis pathway. No mutations in Fas, FASLG or CASP10 are detectable. Disruption of Fas-induced apoptosis impairs lymphocyte homeostasis and immune tolerance. Characteristic laboratory findings include an increase in circulating, double-negative (CD4-/CD8-) T cells in the setting of immune-mediated anemia, thrombocytopenia and neutropenia. Clinical signs present in childhood include fatigue, pallor, bruising, hepatosplenomegaly and chronic, non-malignant, non-infectious lymphadenopathy. The clinical course is influenced by a strong association with other autoimmune disorders and an increased risk for developing Hodgkin and non-Hodgkin lymphoma.		mondo:gard_rare; mondo:rare	MEDGEN:274327; NCIT:C39577; UMLS:C1519711	autoimmune_diseases | cancer | inflammatory_disease	| hematology | oncology | immunology	immune_disorder lymphatic_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0003831	type 2 papillary adenoma of the kidney		type 2 renal papillary adenoma; type 2 papillary adenoma of the kidney		UMLS:C1519710; MEDGEN:311387; DOID:6259; NCIT:C39810	cancer|kidney_disease	renal medicine | urology | oncology	kidney_disorder|urinary_tract_disorder	FALSE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0005148	type 2 diabetes mellitus	A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.	type 2 diabetes mellitus; non-insulin dependent diabetes mellitus; non-insulin-dependent diabetes mellitus; diabetes mellitus, noninsulin-dependent; diabetes mellitus, type 2; diabetes mellitus, type II; noninsulin dependent diabetes; adult onset diabetes; diabetes mellitis type 2; insulin resistance, severe, digenic; adult-onset diabetes; T2DM; type II diabetes mellitus; NIDDM; noninsulin-dependent diabetes mellitus; diabetes, type 2; diabetes mellitus, noninsulin-dependent, late onset; type 2 diabetes; T2DM - type 2 diabetes mellitus; diabetes mellitus, noninsulin-dependent, association with; type II diabetes; type 2 diabetes mellitus non-insulin dependent; T2D; non-insulin dependent diabetes; diabetes mellitis type II	mondo:otar	MESH:D003924; UMLS:C0011860; icd11.foundation:119724091; NANDO:2200461; MEDGEN:41523; SCTID:44054006; OMIM:125853; DOID:9352; NCIT:C26747	metabolic_disorder|cardiovascular_disorder	endocrinology|renal medicine	endocrine_disorder | kidney_disorder | vascular_disorder	FALSE	FALSE	TRUE	TRUE	HIGH
MONDO:0003830	type 1 papillary adenoma of the kidney		type 1 renal papillary adenoma; type 1 papillary adenoma of the kidney		NCIT:C39809; MEDGEN:276906; UMLS:C1519706; DOID:6258	| cancer | adrenal_gland_disease | kidney_disease	renal medicine | urology	kidney_disorder|urinary_tract_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0005147	type 1 diabetes mellitus	A chronic condition characterized by minimal or absent production of insulin by the pancreas.	type I diabetes mellitus; T1DM; type 1 diabetes; immune mediated diabetes; diabetes mellitis type 1; type I diabetes; T1D; diabetes mellitis type I; IDDM; insulin-dependent diabetes mellitus; insulin dependent diabetes; juvenile diabetes	mondo:otar	DOID:9744; SCTID:46635009; Orphanet:243377; NCIT:C2986; OMIM:222100; UMLS:C0011854; MESH:D003922; NANDO:2200460; MEDGEN:41522; icd11.foundation:1651053999	autoimmune_diseases | metabolic_disorder	endocrinology | pediatric	endocrine_disorder | immune_disorder	FALSE	FALSE	TRUE	FALSE	HIGH
MONDO:0001443	tympanosclerosis	The formation of dense connective tissue in the tympanic membrane that does not necessarily cause or lead to loss of hearing.			DOID:1214; UMLS:C0395887; ICD9:385.00; SCTID:23606001; MESH:D063371; ICD9:385.09; MEDGEN:473094; ICD10CM:H74.0; icd11.foundation:28175464	neurodegenerative_disease | inflammatory_disease | autoimmune_diseases	otolaryngology | pediatric	ear_disorder|throat_disorder|upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0023682	tympanic paraganglioma	A benign or malignant middle ear paraganglioma arising from paraganglia around the tympanum. Signs and symptoms include a mass behind the tympanum, tinnitus, and conductive hearing loss.	tympanic paraganglioma	mondo:rare; mondo:gard_rare	MESH:D043604; GTR:AN0102048; GTR:AN0102047; MEDGEN:105375; UMLS:C0474820; SCTID:253031000; NCIT:C8428	neurological_cancer | cancer	otolaryngology | neurology | oncology	ear_disorder|throat_disorder|spinal_disorder|brain_disorder	FALSE	TRUE	FALSE	FALSE	MEDIUM
MONDO:0850014	twin-reversed arterial perfusion sequence			mondo:gard_rare; mondo:nord_rare; mondo:ordo_disorder; mondo:rare; mondo:orphanet_rare	GARD:22446; Orphanet:617297; MEDGEN:1842726; UMLS:C5575500	cardiovascular_disorder | congenital_anomaly | placental_abnormality	pediatric | obstetrics_and_gynecology	heart_disorder | vascular_disorder	FALSE	FALSE	FALSE	FALSE	VERY HIGH
MONDO:0019805	twin to twin transfusion syndrome	Twin twin transfusion syndrome (TTTS) is a rare condition seen in twin monochorionic pregnancies, typically developing during the 15-26 week gestation period and usually due to unbalanced intertwin placental anastomoses, where an unequal exchange of blood between twins causes oligohydramnios in one sac and polyhydramnios in the other which can lead to a high perinatal mortality rate and a high rate of disability in survivors if left untreated	foetal haemorrhage into co-twin; Twin to twin transfusion; Twin-to-twin blood transfer; stuck Twin syndrome; twin-to-twin transfusion syndrome; fetal hemorrhage into co-twin; Feto-fetal transfusion syndrome; Twin Anemia Polycythemia Sequence; fetal blood loss from fetal hemorrhage into co-twin; placental transfusion syndrome; foetal blood loss from foetal haemorrhage into co-twin; Twin-Twin transfusion syndrome	mondo:gard_rare; mondo:otar; mondo:nord_rare; mondo:ordo_disorder; mondo:rare; mondo:orphanet_rare	GARD:325; NORD:2021; EFO:1001221; NCIT:C113824; MESH:D005330; Orphanet:95431; MEDGEN:777055; UMLS:C2909036; DOID:13576; MedDRA:10058328; icd11.foundation:850604370; SCTID:13404009	metabolic_disorder | anemia	obstetrics_and_gynecology | pediatrics | genetics_and_genomics	heart_disorder|vascular_disorder	FALSE	FALSE	FALSE	TRUE	VERY HIGH
MONDO:0041755	twin reversal arterial perfusion syndrome		twin reversal arterial perfusion syndrome	mondo:nord_rare; mondo:gard_rare; mondo:rare	SCTID:417006004; MEDGEN:736778; UMLS:C1562817	cardiovascular_disorder | inflammatory_disease | autoimmune_diseases	obstetrics_and_gynecology|pediatric|cardiology	vascular_disorder | heart_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0850013	twin anemia-polycythemia sequence			mondo:gard_rare; mondo:nord_rare; mondo:ordo_disorder; mondo:rare; mondo:orphanet_rare	GARD:22445; Orphanet:617294; UMLS:C5576360; MEDGEN:1843357	metabolic_disorder|anemia	genetics_and_genomics | hematology	blood_bone_marrow_disorder | other	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0032707	turnpenny-fry syndrome			mondo:clingen	UMLS:C5193060; OMIM:618371; MEDGEN:1683283	metabolic_disorder | neurodegenerative_disease	genetics_and_genomics | pediatric | neurology	joint_disorder | bone_disorder | spinal_disorder | upper_gastrointestinal_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0020394	tunnel subaortic stenosis			mondo:rare; mondo:ordo_subtype_of_a_disorder; mondo:nord_rare; mondo:gard_rare	Orphanet:99053; GARD:19621; MEDGEN:1842964; UMLS:C5681647	cardiovascular_disorder|inflammatory_disease|autoimmune_diseases	cardiology | cardiothoracic	heart_disorder|vascular_disorder	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0019498	tungiasis	An disease or disorder caused by infection with Tunga penetrans.	Tunga penetrans disease or disorder; Tunga penetrans infectious disease; Tunga penetrans caused disease or disorder	mondo:otar; mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:ordo_disorder; mondo:orphanet_rare	GARD:393; Orphanet:879; SCTID:64612002; MEDGEN:78823; UMLS:C0277356; ICD9:134.1; MESH:D058285; icd11.foundation:2076748409; EFO:1001445; DOID:0050266	neurodegenerative_disease|autoimmune_diseases	dermatology | infectious_diseases | tropical_diseases	skin_disorder | eye_disorder | ear_disorder | upper_gastrointestinal_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
MONDO:0008615	tune deafness		tune deafness		MESH:C566019; MEDGEN:349862; SCTID:55647004; UMLS:C1860646; ICD9:389.8; OMIM:191200	neurodegenerative_disease | other	otolaryngology | neurology	ear_disorder | brain_disorder	FALSE	FALSE	FALSE	FALSE	LOW
MONDO:0060715	tumoral calcinosis, hyperphosphatemic, familial, 3		tumoral calcinosis, hyperphosphatemic, familial, 3	mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:otar	UMLS:C4693864; GARD:16282; MEDGEN:1638917; OMIM:617994; EFO:0009384	metabolic disorder | cancer	oncology|genetics_and_genomics|renal medicine	kidney_disorder | bone_disorder | endocrine_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0060714	tumoral calcinosis, hyperphosphatemic, familial, 2		tumoral calcinosis, hyperphosphatemic, familial, 2	mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:otar	EFO:0009383; MEDGEN:1640532; GARD:16281; UMLS:C4693863; OMIM:617993	metabolic disorder | cancer	oncology | genetics_and_genomics | endocrinology | renal medicine | pediatrics	kidney_disorder | bone_disorder | endocrine_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0100252	tumoral calcinosis, hyperphosphatemic, familial, 1		tumoral calcinosis, HYPERPHOSPHATEMIC, familial, 1; hyperostosis-hyperphosphatemia syndrome; HFTC1; Morbus Teutschlaender; Teutschlaender disease, familial; tumoral calcinosis, hyperphosphatemic, familial, 1; calcinosis, tumoral, with hyperphosphatemia; tumoral calcinosis, primary Hyperphosphatemic; tumoral calcinosis, Hyperphosphatemic, familial, 1; tumoral calcinosis, hyperphosphatemic, familial	mondo:nord_rare; mondo:rare; mondo:gard_rare	OMIM:211900; GARD:15146; MEDGEN:1642611; UMLS:C4692564	metabolic_disorder | cancer | familial	oncology | endocrinology | genetics_and_genomics | renal medicine	kidney_disorder|bone_disorder	FALSE	FALSE	FALSE	TRUE	HIGH
MONDO:0011282	tumor suppressor gene on chromosome 11		nonsmall cell lung cancer; tumour suppressor Gene on chromosome type 11; tumor suppressor Gene on chromosome type 11; tumor suppressor gene on chromosome 11		UMLS:C1864232; OMIM:603040; MEDGEN:355171	cancer | other | tumor suppressor gene implies cancer is the most fitting	genetics_and_genomics | oncology	genetic_disorder | cancer_disorder | blood_bone_marrow_disorder | lymphatic_disorder	FALSE	FALSE	FALSE	True, there are efficacious treatments that can prevent, treat, or cure diseases related to mutations in tumor suppressor genes on chromosome 11, such as certain types of cancer. Treatments may include surgery, radiation therapy, chemotherapy, and newer targeted therapies that specifically address the genetic basis of the cancer.	HIGH
MONDO:0014368	tumor predisposition syndrome 3		malignant glioma caused by mutation in POT1; susceptibility to cutaneous malignant melanoma 10; melanoma, cutaneous malignant, susceptibility to, 10; CMM10; glioma susceptibility type 9; GLM9; glioma susceptibility 9; melanoma, cutaneous malignant, susceptibility to, type 10	mondo:rare; mondo:predisposition; mondo:gard_rare	GARD:18582; MEDGEN:862913; OMIM:616568; UMLS:C4014476; OMIM:615848	| cancer | tumor_predisposition_syndrome |	genetics_and_genomics | oncology	liver_disorder | genetic_disorder | cancer	FALSE	FALSE	FALSE	FALSE	HIGH
MONDO:0859267	tumor predisposition syndrome 2	An autosomal recessive cancer predisposition syndrome characterized by the onset of various types of tumors or malignancies in young adulthood. The most common clinical manifestations include acute myeloid leukemia (AML), myelodysplastic syndrome, colorectal adenomatous polyposis and carcinoma, and uveal melanoma.	MANS; MBD4-associated neoplasia syndrome; TPDS2; MBD4-related recessive tumor predisposition syndrome	mondo:gard_rare; mondo:orphanet_rare; mondo:rare; mondo:ordo_disorder	OMIM:619975; UMLS:C5774186; MEDGEN:1823959; Orphanet:661526	cancer | tumor predisposition syndrome 2 falls under the broader category of cancer	genetics_and_genomics | oncology	lymphatic_disorder | immune_disorder | blood_bone_marrow_disorder	FALSE	FALSE	FALSE	FALSE	VERY HIGH
MONDO:0043875	tumor lysis syndrome	A condition of metabolic abnormalities that result from a spontaneous or therapy-related cytolysis of tumor cells. Tumor lysis syndrome typically occurs in aggressive, rapidly proliferating lymphoproliferative disorders. Burkitt lymphoma and T cell acute lymphoblastic leukemia are commonly associated with this syndrome. Metabolic abnormalities include hyperuricemia, lactic acidosis, hyperkalemia, hyperphosphatemia and hypocalcemia and may result in renal failure, multiple organ failure, and death.	tumor lysis syndrome	mondo:gard_rare; mondo:nord_rare; mondo:rare	NCIT:C3425; SCTID:277605001; UMLS:C0041364; MESH:D015275; MEDGEN:52890	cancer|tumor_lysis_syndrome is a condition often associated with cancer	oncology|pediatric	kidney_disorder | urinary_tract_disorder	FALSE	FALSE	FALSE	TRUE	VERY HIGH
MONDO:0018077	tularemia	Tularemia is an infection caused by the bacterium Francisella tularensis. It is more common in rodents and rabbits but has been found in other animals including domestic cats, sheep, birds, and hamsters. Humans can become infected in several different ways: by handling infected animals, through tick or deer fly bites, by drinking contaminated water, or by inhaling contaminated dust or aerosols. Person-to-person transmission has not been reported. The type of tularemia and the particular signs and symptoms vary depending on how the bacteria enter the body. However, fever is seen in most cases. Though tularemia can be life-threatening, most infections can be treated with antibiotics.	Francisella tularensis infectious disease; Francisella tularensis caused disease or disorder; Francisella tularensis disease or disorder	mondo:otar; mondo:rare; mondo:gard_rare; mondo:orphanet_rare; mondo:ordo_disorder; mondo:nord_rare	NORD:1803; UMLS:C0041351; SCTID:19265001; NCIT:C85208; MedDRA:10045146; ICD9:021.9; MESH:D014406; DOID:2123; ICD9:021.8; MEDGEN:22520; GARD:396; Orphanet:3392; ICD10CM:A21; EFO:1001444	autoimmune_diseases|inflammatory_disease	pediatric | pulmonology | allergy_and_immunology	immune_disorder | lymphatic_disorder | lung_disorder	TRUE	FALSE	FALSE	TRUE	MEDIUM
