ID	LABEL	SUBSET	CONTRIBUTOR	COMMENT
MONDO:0010630	imprinting gene related to retinoblastoma	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010629	impacted teeth, multiple	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009457	immunoglobulin d level in plasma, low	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010628	immunoglobulin M, level of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0957790	immune dysregulation, autoimmunity, and autoinflammation	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010982	ichthyosis-intellectual disability syndrome with large keratohyalin granules in the skin	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009447	ichthyosis, split hairs, and amino aciduria	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009442	ichthyosis congenita with biliary atresia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010623	ichthyosis and male hypogonadism	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007807	hypoxanthine guanine phosphoribosyltransferase suppressor	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012223	hypotrichosis, progressive patterned scalp, with wiry hair, onycholysis, and cleft lip/palate	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0013004	hypotonia, seizures, and precocious puberty	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012795	hypophosphatemic rickets and hyperparathyroidism	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007799	hypophosphatemic bone disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009429	hypophosphatemia, renal, with intracerebral calcifications	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010776	hypomagnesemia, hypertension, and hypercholesterolemia, mitochondrial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009423	hypokalemic alkalosis, familial, with specific renal tubulopathy	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009422	hypohidrosis with abnormal palmar dermal Ridges	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009418	hypogonadism with low-grade mental deficiency and microcephaly	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009408	hyperuricemia, infantile, with abnormal behavior and normal hypoxanthine guanine phosphoribosyltransferase	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009407	hypertrophic neuropathy and cataract	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007789	hypertrophia musculorum vera	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0060688	hyperthyroxinemia, euthyroid, caused by generalized 5-prime-deiodinase deficiency	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007782	hyperthermia, cutaneous, with headaches and nausea	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0013614	hypertelorism-preauricular sinus-punctual pits-deafness syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009403	hypertelorism and tetralogy of fallot	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0013856	hypertelorism and other facial dysmorphism, brachydactyly, genital abnormalities, intellectual disability, and recurrent inflammatory episodes	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0957268	hypersulfaturia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007775	hypersecretion of adrenal androgens, familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007774	hyperreflexia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007773	hyperproglucagonemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007769	hyperpigmentation of eyelid	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007770	hyperpigmentation of Fuldauer and Kuijpers	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009399	hyperphosphatemia, polyuria, and seizures	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009396	hyperparathyroidism, neonatal self-limited primary, with hypercalciuria	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009392	hyperopia, high	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0859302	hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009391	hypermetabolism due to defect in mitochondria	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009390	hyperlysinuria with hyperammonemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007760	hyperlipoproteinemia, type II, and deafness	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009385	hyperleucine-Isoleucinemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007755	hyperimmunoglobulin G1(A1) syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007754	hyperhidrosis palmaris ET plantaris	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007752	hyperheparinemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009374	hydroxyprolinemia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0013149	hydrops fetalis, nonimmune, with gracile bones and dysmorphic features	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0060733	humerofemoral hypoplasia with radiotibial ray deficiency	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012535	holoprosencephaly, recurrent infections, and monocytosis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007730	histiocytic dermatoarthritis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007722	heterochromia iridis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007720	hernia, double inguinal	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0957003	hereditary neuro-ophthalmological disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010605	hemopoietic proliferation	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007715	hemolytic poikilocytic anemia due to reduced ankyrin binding sites	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007717	hemoglobin--variants for which the chain carrying the mutation 1S unknown or uncertain	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009328	hemangiomatosis, cutaneous, with associated features	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011848	headache associated with sexual activity	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007697	hand clasping pattern	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007689	guanylate kinase 3	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011000	guanylate cyclase 2E	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0859146	growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012005	growth failure, microcephaly, intellectual disability, cataracts, large joint contractures, osteoporosis, cortical dysplasia, and cerebellar atrophy	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011478	growth and developintellectual disability, ocular ptosis, cardiac defect, and anal atresia	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009311	grouped pigmentation of the retina	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007687	graying of hair, precocious	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007685	granulosis rubra nasi	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010599	granulomas, congenital cerebral	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009305	granulocytopenia with immunoglobulin abnormality	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007682	granddad syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010838	gonadal agenesis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009286	gluteal muscles, absence of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007676	glutathione transferase activity toward trans-stilbene oxide	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010597	glutamyl ribose-5-phosphate storage disease	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007675	glutamic acid decarboxylase, brain, membrane form	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007674	glucose-6-phosphate dehydrogenase-like	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007668	globulin anomaly involving beta (2A)-globulin	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007657	giant neutrophil leukocytes	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007654	genu valgum, st. Helena familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007647	gastric volvulus, intrathoracic	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007643	gamma-A-globulin, defect in assembly of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007820	fused mandibular incisors	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007638	fucosidase regulator	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009248	fructose and galactose intolerance	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011538	frontoocular syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007629	fragile site 10Q23	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0013321	forsythe-wakeling syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011343	follicular atrophoderma, perioral pigmented, with milia and epidermoid cysts	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007625	focal epithelial hyperplasia of the oral mucosa	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007623	flushing of ears and somnolence	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007616	fibula, recurrent dislocation of head of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011550	fibromatosis, gingival, with hypertrichosis and intellectual disability	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007605	fibrinolytic defect	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009225	fever, familial lifelong persistent	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0023121	familial partial paralysis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009208	faciothoracogenital syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0012998	faciocardiomelic syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007593	facial spasm	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011345	facial dysmorphism, selective tooth agenesis, and choroid calcification	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011251	facial dysmorphism, cleft palate, hearing loss, and camptodactyly	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009201	facial abnormalities, kyphoscoliosis, and intellectual disability	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011321	expansile bone lesions	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011356	exostosis, Dupuytren subungual	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007584	exostoses-anetodermia-brachydactyly type E syndrome	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007581	exchondrosis of pinna, posterior	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009199	ethanolaminosis	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007577	esophageal ring, lower	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009195	erythema of acral regions	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0007569	erythema nodosum, familial	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0009193	epithelial squamous dysplasia, keratinizing desquamative, of urinary tract	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0011030	epithelial basolateral chloride conductance regulator, rabbit, homolog of	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
MONDO:0010267	episodic muscle weakness, X-linked	obo:mondo#matrix_excluded|obo:mondo#unclassified_hereditary	https://orcid.org/0000-0003-2955-4640|https://orcid.org/0000-0002-1149-7767	https://github.com/everycure-org/matrix-disease-list/issues/50
