category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0016571	macrocephaly-short stature-paraplegia syndrome	disorder_of_development_or_morphogenesis|syndromic_disease	other	disorder_of_development_or_morphogenesis|syndromic_disease|nervous_system_disorder
MONDO:0016572	central bilateral macrogyria	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|nervous_system_disorder
MONDO:0016573	acute fatty liver of pregnancy	obstetric_disorder	other	acute_disease|obstetric_disorder
MONDO:0016574	hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	other	other	integumentary_system_disorder
MONDO:0016575	primary ciliary dyskinesia	hereditary_disease|syndromic_disease	other	syndromic_disease|hereditary_disease|respiratory_system_disorder
MONDO:0016576	split hand-foot malformation	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease
MONDO:0016577	biliary atresia with splenic malformation syndrome	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016580	congenital pulmonary airway malformation	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|respiratory_system_disorder
MONDO:0016581	conotruncal heart malformations	disorder_of_development_or_morphogenesis	cardiovascular_disorder	cardiovascular_disorder|disorder_of_development_or_morphogenesis
MONDO:0016582	congenital mitral malformation	disorder_of_development_or_morphogenesis	cardiovascular_disorder	cardiovascular_disorder|disorder_of_development_or_morphogenesis
MONDO:0016583	familial intestinal malrotation-facial anomalies syndrome	syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|hereditary_disease|syndromic_disease
MONDO:0016584	mandibuloacral dysplasia	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	musculoskeletal_system_disorder|disorder_of_development_or_morphogenesis|metabolic_disease|integumentary_system_disorder|hereditary_disease
MONDO:0016586	systemic mastocytosis	hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	immune_system_disorder|hereditary_disease|hematologic_disorder|cancer_or_benign_tumor
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	other	cardiovascular_disorder	musculoskeletal_system_disorder|cardiovascular_disorder
MONDO:0016588	infantile mercury poisoning	poisoning	other	poisoning
MONDO:0016591	sporadic adult-onset ataxia of unknown etiology	other	other	nervous_system_disorder
MONDO:0016593	acquired ataxia	other	other	nervous_system_disorder
MONDO:0016594	superficial siderosis	other	neurodegenerative_disease	nervous_system_disorder
MONDO:0016595	inhalational anthrax	other	infectious_disease	infectious_disease
MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	disorder_of_development_or_morphogenesis|syndromic_disease|hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0016598	autosomal recessive secondary polycythemia not associated with VHL gene	other	other	immune_system_disorder|musculoskeletal_system_disorder|hematologic_disorder
MONDO:0016600	acute neonatal citrullinemia type I	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease|acute_disease
MONDO:0016601	adult-onset citrullinemia type I	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease
MONDO:0016602	citrin deficiency	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease
MONDO:0016603	citrullinemia type II	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease
MONDO:0016604	dysraphism-cleft lip/palate-limb reduction defects syndrome	hereditary_disease	other	hereditary_disease
MONDO:0016605	perinatal lethal hypophosphatasia	metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	metabolic_disease	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease
MONDO:0016607	odontohypophosphatasia	metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	metabolic_disease	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease
MONDO:0016608	megalencephaly	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|nervous_system_disorder
MONDO:0016609	inflammatory myopathy with abundant macrophages	inflammatory_disease	other	idiopathic_disease|inflammatory_disease|musculoskeletal_system_disorder
MONDO:0016610	idiopathic eosinophilic myositis	inflammatory_disease	other	inflammatory_disease|musculoskeletal_system_disorder|idiopathic_disease
MONDO:0016611	lipoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|connective_tissue_disorder|musculoskeletal_system_disorder
MONDO:0016612	X-linked cerebellar ataxia	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0016613	APC-related attenuated familial adenomatous polyposis	syndromic_disease|cancer_or_benign_tumor|hereditary_disease	cancer_or_benign_tumor	cancer_or_benign_tumor|syndromic_disease|hereditary_disease
MONDO:0016614	autosomal recessive ataxia due to PEX10 deficiency	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0016615	oligoarticular juvenile idiopathic arthritis with anti-nuclear antibodies	inflammatory_disease	other	inflammatory_disease|connective_tissue_disorder|musculoskeletal_system_disorder|idiopathic_disease
MONDO:0016616	oligoarticular juvenile idiopathic arthritis without anti-nuclear antibodies	inflammatory_disease	other	inflammatory_disease|connective_tissue_disorder|musculoskeletal_system_disorder|idiopathic_disease
MONDO:0016617	rheumatoid factor-negative juvenile idiopathic arthritis with anti-nuclear antibodies	inflammatory_disease	other	inflammatory_disease|connective_tissue_disorder|musculoskeletal_system_disorder|idiopathic_disease
MONDO:0016618	rheumatoid factor-negative juvenile idiopathic arthritis without anti-nuclear antibodies	inflammatory_disease	other	inflammatory_disease|connective_tissue_disorder|musculoskeletal_system_disorder|idiopathic_disease
MONDO:0016619	autosomal recessive hypohidrotic ectodermal dysplasia	disorder_of_development_or_morphogenesis|syndromic_disease|hereditary_disease	other	disorder_of_development_or_morphogenesis|integumentary_system_disorder|syndromic_disease|hereditary_disease
MONDO:0016620	primary hypertrophic osteoarthropathy	syndromic_disease|hereditary_disease	other	syndromic_disease|hereditary_disease
MONDO:0016621	juvenile Huntington disease	hereditary_disease	neurodegenerative_disease	nervous_system_disorder|hereditary_disease
MONDO:0016622	Melhem-Fahl syndrome	disorder_of_development_or_morphogenesis|syndromic_disease|hereditary_disease	other	syndromic_disease|musculoskeletal_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease
MONDO:0016624	inherited deficiency anemia	hereditary_disease	anemia	hematologic_disorder|hereditary_disease
MONDO:0016625	acquired deficiency anemia	other	anemia	hematologic_disorder
MONDO:0016630	isolated delta-storage pool disease	hereditary_disease	other	hereditary_disease|hematologic_disorder
MONDO:0016638	familial hypodysfibrinogenemia	other	other	hematologic_disorder
MONDO:0016639	lower limb deficiency-hypospadias syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016641	limb transversal defect-cardiac anomaly syndrome	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease
MONDO:0016642	meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016643	frontonasal dysplasia	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease
MONDO:0016644	logopenic progressive aphasia	other	neurodegenerative_disease	nervous_system_disorder
MONDO:0016646	autosomal dominant optic atrophy and peripheral neuropathy	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease|neurodegenerative_disease	disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|nervous_system_disorder|disorder_of_visual_system|hereditary_disease|disorder_of_orbital_region
MONDO:0016648	multiple epiphyseal dysplasia	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease
MONDO:0016649	Warburg micro syndrome	disorder_of_development_or_morphogenesis|hereditary_disease|syndromic_disease	other	disorder_of_development_or_morphogenesis|nervous_system_disorder|disorder_of_visual_system|disorder_of_orbital_region|hereditary_disease|syndromic_disease
MONDO:0016650	paternal uniparental disomy of chromosome 1	other	other	chromosomal_disorder
MONDO:0016651	maternal uniparental disomy of chromosome 1	other	other	chromosomal_disorder
MONDO:0016652	2q31.1 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016653	2q33.1 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016654	ring chromosome 5	other	other	chromosomal_disorder
MONDO:0016655	6p22 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016656	7q31 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016657	8p11.2 deletion syndrome	other	other	chromosomal_disorder
MONDO:0016658	8p23.1 microdeletion syndrome	syndromic_disease	other	chromosomal_disorder|syndromic_disease
MONDO:0016659	8p23.1 duplication syndrome	other	other	chromosomal_disorder
MONDO:0016660	autosomal recessive primary microcephaly	hereditary_disease|disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis|hereditary_disease|nervous_system_disorder
MONDO:0016661	infantile onset panniculitis with uveitis and systemic granulomatosis	syndromic_disease	other	connective_tissue_disorder|syndromic_disease
MONDO:0016662	idiopathic recurrent pericarditis	syndromic_disease	other	idiopathic_disease|connective_tissue_disorder|syndromic_disease
MONDO:0016663	overlapping connective tissue disease	other	autoimmune_disease	immune_system_disorder|connective_tissue_disorder
MONDO:0016664	drug-induced vasculitis	inflammatory_disease	cardiovascular_disorder	cardiovascular_disorder|inflammatory_disease
MONDO:0016666	unexplained long-lasting fever/inflammatory syndrome	other	other	connective_tissue_disorder
MONDO:0016668	sickle cell-beta-thalassemia disease syndrome	hereditary_disease|syndromic_disease	other	hematologic_disorder|hereditary_disease|syndromic_disease
MONDO:0016669	sickle cell-hemoglobin c disease syndrome	hereditary_disease|syndromic_disease	other	hematologic_disorder|hereditary_disease|syndromic_disease
MONDO:0016670	sickle cell-hemoglobin d disease syndrome	hereditary_disease|syndromic_disease	other	hematologic_disorder|hereditary_disease|syndromic_disease
MONDO:0016671	sickle cell-hemoglobin E disease syndrome	hereditary_disease|syndromic_disease	other	hematologic_disorder|hereditary_disease|syndromic_disease
MONDO:0016672	hereditary persistence of fetal hemoglobin-sickle cell disease syndrome	hereditary_disease|syndromic_disease	other	hematologic_disorder|hereditary_disease|syndromic_disease
MONDO:0016673	localized junctional epidermolysis bullosa, non-Herlitz type	hereditary_disease	other	integumentary_system_disorder|hereditary_disease
MONDO:0016674	46,XY partial gonadal dysgenesis	endocrine_system_disorder|disorder_of_development_or_morphogenesis	endocrine_system_disorder	endocrine_system_disorder|disorder_of_development_or_morphogenesis|reproductive_system_disorder
MONDO:0016675	distal arthrogryposis type 10	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder
MONDO:0016676	recurrent infections-inflammatory syndrome due to zinc metabolism disorder syndrome	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease
MONDO:0016677	toxic or drug-related embryofetopathy	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016680	high grade astrocytic tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016681	gliosarcoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016682	giant cell glioblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016683	gliomatosis cerebri	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016684	anaplastic astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016685	low-grade astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016686	diffuse astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016687	protoplasmic astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016688	fibrillary astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016689	gemistocytic astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016690	pleomorphic xanthoastrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016691	pilocytic astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016692	pilomyxoid astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016693	subependymal giant cell astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016695	oligodendroglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016696	anaplastic oligodendroglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016697	low grade ependymoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016698	ependymoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016699	myxopapillary ependymoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016700	anaplastic ependymoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016702	oligoastrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016703	anaplastic oligoastrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016705	angiocentric glioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016706	chordoid glioma of the third ventricle	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016707	astroblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016709	anaplastic/large cell medulloblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016710	medulloblastoma with extensive nodularity	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016711	desmoplastic/nodular medulloblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016712	classic medulloblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016713	central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016715	ependymoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016717	choroid plexus neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016718	choroid plexus carcinoma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016719	microcephaly-seizures-intellectual disability-heart disease syndrome	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016722	pineoblastoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|nervous_system_disorder
MONDO:0016723	pineocytoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|nervous_system_disorder
MONDO:0016724	papillary tumor of the pineal region	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|nervous_system_disorder
MONDO:0016727	extraventricular neurocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016729	mixed neuronal-glial tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0016730	gangliocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016731	desmoplastic infantile astrocytoma/ganglioglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016733	ganglioglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016734	anaplastic ganglioglioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016735	papillary glioneuronal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016736	rosette-forming glioneuronal tumor of fourth ventricule	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016739	yolk sac tumor of central nervous system	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0016740	choriocarcinoma of the central nervous system	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016742	mixed germ cell tumor of central nervous system	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016743	tumor of meninges	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016745	diffuse leptomeningeal melanocytosis	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016746	meningeal melanocytoma	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor|disorder_of_development_or_morphogenesis
MONDO:0016747	primary melanoma of the central nervous system	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor|disorder_of_development_or_morphogenesis
MONDO:0016748	hemangioblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016749	tumor of cranial and spinal nerves	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016750	microcephaly-cleft palate syndrome	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016751	malignant perineurioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016752	benign peripheral nerve sheath tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016755	neurofibroma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016757	malignant triton tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0016758	microcephaly-brain defect-spasticity-hypernatremia syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016759	pontocerebellar hypoplasia type 2	disorder_of_development_or_morphogenesis|hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0016760	microcephaly-microcornea syndrome, Seemanova type	disorder_of_development_or_morphogenesis|syndromic_disease	other	disorder_of_visual_system|syndromic_disease|disorder_of_development_or_morphogenesis
MONDO:0016761	spondyloepiphyseal dysplasia	disorder_of_development_or_morphogenesis|hereditary_disease	other	musculoskeletal_system_disorder|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0016762	microcornea-corectopia-macular hypoplasia syndrome	other	other	disorder_of_visual_system|disorder_of_orbital_region
MONDO:0016763	spondylometaphyseal dysplasia	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder
MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	other	other	disorder_of_visual_system|disorder_of_orbital_region
MONDO:0016765	19p13.12 microdeletion syndrome	other	other	chromosomal_disorder
MONDO:0016769	linear lichen planus	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016770	actinic lichen planus	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016771	annular atrophic lichen planus	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016772	annular lichen planus	inflammatory_disease	other	integumentary_system_disorder|inflammatory_disease
MONDO:0016773	atrophic lichen planus	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016774	lichen planus pigmentosus	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016775	lichen planus pemphigoides	inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder
MONDO:0016776	frontal fibrosing alopecia	other	other	integumentary_system_disorder
MONDO:0016777	inhalational botulism	other	infectious_disease	infectious_disease
MONDO:0016778	iatrogenic botulism	iatrogenic_disease	infectious_disease	iatrogenic_disease|infectious_disease
MONDO:0016779	multiple congenital anomalies due to 14q32.2 maternally expressed gene defect	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016780	paternal 14q32.2 microdeletion syndrome	syndromic_disease	other	chromosomal_disorder|syndromic_disease
MONDO:0016781	maternal 14q32.2 microdeletion syndrome	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016782	paternal 14q32.2 hypomethylation syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016783	maternal 14q32.2 hypermethylation syndrome	disorder_of_development_or_morphogenesis	other	disorder_of_development_or_morphogenesis
MONDO:0016785	complete hydatidiform mole	cancer_or_benign_tumor|obstetric_disorder|hereditary_disease	cancer_or_benign_tumor	obstetric_disorder|cancer_or_benign_tumor|hereditary_disease|reproductive_system_disorder
MONDO:0016786	partial hydatidiform mole	obstetric_disorder|hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	obstetric_disorder|hereditary_disease|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0016787	epithelioid trophoblastic tumor	obstetric_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	obstetric_disorder|cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0016789	pyruvate metabolism disorder	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease
MONDO:0016790	tricarboxylic acid cycle disorder	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease
MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease|mitochondrial_disease
MONDO:0016798	ataxia neuropathy spectrum	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	hereditary_disease|metabolic_disease|disorder_of_development_or_morphogenesis|mitochondrial_disease
MONDO:0016800	mitochondrial membrane transport disorder	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease
MONDO:0016801	mitochondrial substrate carrier disorder	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease
MONDO:0016802	mitochondrial protein import disorder	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease
MONDO:0016806	maternally-inherited mitochondrial dystonia	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease|mitochondrial_disease
MONDO:0016807	pure mitochondrial myopathy	other	other	mitochondrial_disease
MONDO:0016809	spinocerebellar ataxia with epilepsy	disorder_of_development_or_morphogenesis|hereditary_disease|metabolic_disease	metabolic_disease	disorder_of_development_or_morphogenesis|hereditary_disease|nervous_system_disorder|metabolic_disease|mitochondrial_disease|musculoskeletal_system_disorder
MONDO:0016810	autosomal recessive progressive external ophthalmoplegia	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	hereditary_disease|metabolic_disease|musculoskeletal_system_disorder|mitochondrial_disease|nervous_system_disorder|disorder_of_development_or_morphogenesis
MONDO:0016811	renal tubulopathy-encephalopathy-liver failure syndrome	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	hereditary_disease|metabolic_disease|mitochondrial_disease|disorder_of_development_or_morphogenesis
MONDO:0016812	dopa-responsive dystonia	metabolic_disease	metabolic_disease	metabolic_disease|nervous_system_disorder
MONDO:0016814	maternally-inherited Leigh syndrome	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	hereditary_disease|metabolic_disease|mitochondrial_disease|disorder_of_development_or_morphogenesis|nervous_system_disorder
MONDO:0016817	Meier-Gorlin syndrome	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease	other	syndromic_disease|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0016818	Mikati-Najjar-Sahli syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016819	Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome	hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease|endocrine_system_disorder	endocrine_system_disorder	syndromic_disease|hereditary_disease|reproductive_system_disorder|endocrine_system_disorder|disorder_of_development_or_morphogenesis|nervous_system_disorder|disorder_of_visual_system
MONDO:0016820	Moyamoya disease	hereditary_disease	cardiovascular_disorder	cardiovascular_disorder|nervous_system_disorder|hereditary_disease
MONDO:0016821	shoulder and girdle defects-familial intellectual disability syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016822	myalgia-eosinophilia syndrome associated with tryptophan	other	other	connective_tissue_disorder
MONDO:0016823	mycetoma	other	infectious_disease	infectious_disease|integumentary_system_disorder
MONDO:0016824	infantile myofibromatosis	hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor|hereditary_disease
MONDO:0016825	mitochondrial myopathy-lactic acidosis-deafness syndrome	metabolic_disease|hereditary_disease|disorder_of_development_or_morphogenesis	metabolic_disease	metabolic_disease|musculoskeletal_system_disorder|mitochondrial_disease|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0016826	methylmalonic aciduria and homocystinuria	metabolic_disease|nutritional_disorder|hereditary_disease	anemia|metabolic_disease	metabolic_disease|nutritional_disorder|hematologic_disorder|hereditary_disease
MONDO:0016827	myopathy-growth delay-intellectual disability-hypospadias syndrome	syndromic_disease	other	syndromic_disease
MONDO:0016828	autosomal recessive sideroblastic anemia	hereditary_disease	anemia	hematologic_disorder|hereditary_disease
MONDO:0016829	familial visceral myopathy	other	other	digestive_system_disorder
